text,toxic
"E ontem que começaram a tirar o capeta de uma pessoa atras de casa aqui, mo gritaria da porra, 3 horas da madrugada, meu vo acordou e colocou o som no ultimo num modao sertanejo, eles pararam rapidinho, parece o demonio nao gosta de modao sertanejo",1
eu me racho com esses viado no meu trabalho kskskks,1
"rt @user @user @user quando a pf vai prender o queiroz???????
e quem mandou matar a marielle????????????",0
@user trás o menor pra gente ver hein sdd puto,0
rt @user porra q nervoso de qm fica te falando o que é óbvio,1
o pau ta quebrando rm https://t.co/xzskbxx5jn,0
"@user @user acaboooooooooooooooo... acaboooooooooooooooo...

é celaaaaaaaaaaaaaa...
é celaaaaaaaaaaaaaa...",0
"@user mas não deveria ser né, ai que mora a luta diária ✊🏻",0
como eu tenho a facilidade de perde as coisas pqp,0
ela dizendo pra cris que só ficou com ela por causa da doença e que não ama a cris joana sua idiota porque você ta fazendo isso?,1
"[03/08/2019 12:58:18] Mari 💕: Cortei meu cabelo
 [03/08/2019 12:58:28] Mari 💕: 10 DEDOS
 [03/08/2019 12:58:30] Mari 💕: Tô nervosa
 [03/08/2019 12:58:44] Thalya : Toma no cu Mariane
 [03/08/2019 12:58:50] Thalya : Coragem",1
"tava pensando aqui e porra, ainda bem que ninguem me quis quando eu tava sozinho pq puta q pariu, nunca me senti tao feliz e completo por ter alguem comigo, minha mulher é perfeita e eu vou enaltece-la infinitamente....",1
carai como que um pai consegue torturar e matar a pr贸pria filha de &gt;&gt;&gt;6 anos&lt;&lt;&lt; 馃槨馃槨馃槨馃槨馃槨馃槨馃槨,0
"o cara torce para o atlético-mg mano kkkkkkkkk. meu amigo, ronaldinho gaúcho fez vocês ressurgir novamente.",0
pelo menos um dos meus idolos ainda esta conosco,0
"O sofrimento do universitário é do início ao fim da faculdade. Comecei o curso revirando lixo das lojas pra fazer as coisas do C. Edinei e maquete, termino a faculdade revirando o lixo das lojas pra pegar caixa pra mudança",0
magoa do carai,1
"rt @user e quando o jimin fingiu abrir a porta do coração do tae e entrar lá dentro, soulmates que dividem o coração https://t.co/uhs…",0
"na moral, eu não tô bem, q porra tá acontecendo com a minha saúde aaaa",0
rt @user bglh é enfiar todas as expectativas no cu e viver suave,1
"essa thread é a prova de que não tem coisa melhor que casal de sapatão nessa vida 
a gente tem só que defender mesmo",0
@user isso que é filtro,0
@user @user @user @user vai logo caralho @user,1
puta merda nunca estive tão feia quanto hoje 👍👌,1
"kkkkkkkkkkkkkkkk brinks gente, não pensa outra coisa",0
"@user A unica opinião insignificante é a tua que não passa de uma retardada que acha que vai influenciar alguma coisa nas leis governamentais e constituição, a democracia não quer saber de terroristas em sólo Brasileiro, se voce gósta de terroristas coloca o Champinha na sua casa para",1
rt @user ai paula puta que pariu,1
"desde cedo na rua resolvendo as coisas, só queria praiar ou pega um solzinho da laje mesmo",0
mano vai tomar no cu saiu um jojo battle royale jddiiscidk que merda pqp,1
@user @user se e um arrombado kkkkk,1
"@user @user @user @user isso aí, tempo bom. agora só tem lixo.",0
"@user Ô @user e @user

Dá uma chegadinha aqui pra ver que processinho lucrativo por calúnia e difamação vocês podem iniciar contra a @user e o  @user

 https://t.co/6T9yuWtkS6",0
rt @user @user pouco feio,1
pqp to com mta vergonha to triste,0
nem 13:00 resolvo ir no banheiro e já tem um viado safado com a piroca de fora no mictório querendo banheirão plmdds https://t.co/qs17tavf61,1
"mano pqp minha namorada me estressa tanto mais tanto que acho que vou pular da janela!
obs: pena que não é alta a janela affs!",1
rt @user caralho quanto mais escuta a musica mais grave ela fica surtei https://t.co/xko5auuahp,1
rt @user tem muitos anos que cheguei na 鈥渃erta idade鈥� https://t.co/ywyhnkhssh,0
"@user a receita não aumentou! 

o real é que desvalorizou demais e portanto na conversão parece que é muito mais dinheiro...",0
hoje tô igual aquele meme. puto e gordo,1
#voleinaglobo brasil venceu os 2 primeiros sets e enfiou os outros no cu https://t.co/5hp4tsrtwp,1
ai meu anjo sai dessa bolha,0
@user @user sim copia a partição do teu hd pro ssd e pau,0
"@user @user Vc é o mais idiota dos fracos comediantes.
Ainda não percebeu a mudança de comportamento do povo após a saída do PT.",1
eu iria ficar um nojo rs,0
@user o conceito comprar muitas coisas baratas ao invés de poucas coisas caras me agrada muito mais,0
puta que pariu será que é difícil demais usar um pontinho de interrogação?,1
isso deve bem ser coisa de paulista,1
aqui em bom jesus é um frio do caralho ba,0
rt @user quando eu era crian莽a eu me identificava tanto com a matilda :( https://t.co/qk98jz3idq,0
trajado de sufgang assim que elas gosta,0
eu colocava um clone em casa mesa e eu sentava na da sandra e lana pq neh,0
"@user Pannunzio, sabe o que é analfabetismo funcional? O ministro se referiu ao mural em si e não ao Paulo Freire ser feio.

Você tenta lacrar, mas não sabe nem interpretar texto.",1
"manooo
eu esqueci o ovo no fogo
pqp
torrou essa merda",0
"@user @user @user @user @user @user Ue, eliminamos o Corinthians na CdB esse ano. O Santos em 17. SP não passa nem pelo 🍴🍴🍴 na Liberta e quer zuar kkk Não ganham o Paulista desde 2005, até o Ituano já ganhou e o SP não kkk",0
uma deusa,0
aw carai minha voz ta voltando,1
se eu fizesse o que voce fez comigo n iria gostar,0
"@user demorou, mas que bom que chegou.",0
"-Usam terno;
-Batem recorde de audiência;
-São perseguidos pelo sistema;
-As pessoas madrugam assistindo;
-Os fãs deixam de transar pra assistir;
-Tem uma turma que tá sempre com ele;
-Tem Murilo na turma. https://t.co/MLzWBkJbrH",1
que jogo do caralho meus amigos essas mulheres são fodas,1
dear white people me deu um puta murrão na cara,1
poxa fui dar like em um tweet  e o feed atualizou e dei like em outro tweet completamente diferente q porra,1
krlhooooo achei pohaaa vtnc mundo eu sou foda,0
ouvindo whistle no último tomara q a casa exploda,0
perderam o show da puta ontem em,1
"rt @user não tenho tempo pra disputar nada com ninguém. tempo que tenho é pra minha melhoria, meu progresso.",0
"tem um do jack com a msm música e agr não sei qual flodar 
grande dia 👍",0
"@user @user @user A diferença e q cobraram uma boa partida contra o Alt.M e a classificação na copa do Brasil.
Não demos ênfase como a torcida das cocota q tem a obrigação de ganhar delas como elas fizeram q não aceitam perder aff. Ladainha do Caralho. Ainda cobraram do cara errado ainda Patrik 🤦🏾‍♂️",1
"era pra ser de manh茫 n茅, mas nem parece porque eu fico o dia inteiro naquela praga fazendo prova e estudando",0
"@user o cara s贸 v锚 filme chato realista de cannes, e vem encrencar com fic莽茫o. puta gente chata.",0
eu só quero que um dos meus pais deixe de ser burro e entenda que meu outro pai quer ele,1
o que custa @user ?,0
"A meta de estudos precisa ser difícil de cumprir, mas realista.
Uma meta muito baixa te deixa folgado e não otimiza seu tempo. Um meta excessivamente alta te deixa frustrado, pois repetidas vezes você não a vai atingir.",0
@user esse goy quer que ela use o que??? quebra vento...ousado....tubbo...uma mochila da company ...pooo da um tempo.,0
"@user chegou a hora.

@user 

#correverdevaldo",0
"alguém, além de mim, consegue morder a língua dormindo??? pqp!",1
"elas são dms, pqp🤾🏼‍♀️❤️",1
"depois de tudo que aconteceu ele vem na maior cara de pau, puta que pariu",1
"não te trago flor, mas em cima do flow
queria te dizer, ainda existe amor",0
caralho to com o maior bração,1
"@user
Olá, como eu disse, meu canal foi desmonetizado por engano, meu conteúdo é original, já tinha sido aprovado há poucos dias, verifique meu caso por favor, não é justo.
Me ajude",0
como é que joga qq coisa online com 150 de ping? vai tomar no cu,1
rt @user acabei de ver um trailer de 13why da terceira temporada mas que porra que tão fazendo com essa série que deveria ter parado na…,1
@user porra sumiu,1
"@user #bozo roubou a inauguração do aeroporto *estadual* de vitória da conquista:
https://t.co/bcgjkgmzbf",0
"@user @user pro meu sábado ser bom, soo me falta uma pica com essa qualidade kkkk",1
eu to acompanhando essa thread e surtando de amor com absolutamente todos os casais,0
carai faz uns 10 anos que não vou num circo,0
dormi p caraio,1
"fav: @user

🤮 - primeira impressão: babaca
💘 - nível de proximidade 0 - 10: 0
💏 - te apoio com:
✨ -  uma mensagem pra você: te odeio desgraçado
 🥵 - ppp (dm) 
 
aquele fav maroto pra nós interagir",1
"Olha que coisa mais linda, mais cheia de graça... ""Señorita"" surgiu inspirada em clássico de Tom Jobim. Conheça essa história: https://t.co/GGZTffgAb1 https://t.co/liu8m68BGA",0
rt @user netflix q porra eh essa q vc fez com cdz,1
"eu só queria ir na apresentação do daniel alves, é pedir muito???",0
"@user hahahah verdade, o importante é cuidar o sorriso, se tiver ok tá tudo certo kkkk",0
@user o q é o proerd perto de vc,1
"@user @user E o impeachment dos ministros do @user , senador? Sabemos que vc é aspone do criminosos Renan portanto qualquer coisa que vier de vc é malandragem. BATORÉ CANALHA",1
ele tá errado e pronto,0
@user olha aí o big moleque de novo...,0
"eu- mano pqp que aula chata 
menino que senta na minha frente- ok mexe no celular aí que eu te cubro gatinha 

kkkkkk eu amo esse piaaa",0
"na hora de ajuda qm ta no fundo do poço ngm ta nem ai, dai eh so fala q vc num tem 1 amigo de vdd q renasce das cinzas p te cobra",0
"cara, jr dorme demais , fico puta",1
namoral hj tô me sentindo muito feio pqp,0
Minha tia falando pra eu traduzir uma mensagem que um gringo tinha mandado pra ela no Facebook e era só o servidor falando pra ela atualizar o aplicativo https://t.co/f85o2vvIcx,0
"rt @user ajudem na votação eles merecem ganhar caralho
#mpn #nowunited #uniters
 https://t.co/qgsbuenevc",1
rt @user todo mundo vai sofrer eh a música que resume a minha vida kkkkkkkkk pqp,0
"rt @user eu, lendo carta pros outros... https://t.co/rnhcdrtwgn",0
"perder teu cu arrombado,  jornalismo lixo!! imposto é roubo",1
@user tu tinhas um glow diferente,0
"acho que hoje eu consigo assistir os 煤ltimos dois eps de friends que faltam pra acabar, tomei coragem",0
cara fico de bobeira com a piná 😱 cada coisa que ela me conta pqp😅🤣🤣🤣,0
rt @user eu surto dps fico como se nada tivesse acontecido kkkkk,0
odeio a laysa kkkkkkkk pqp,1
rt @user “ vamo escrever por código pras meninas não descobrirem o que a gente tá falando hurrrr durrrr “,0
buceta pra q se n tem #ele pra chupar,1
"@user at茅 hj n sei que merda 茅 essa, s贸 vejo esquerdista fala sobre.",0
"o celular dessas menina deve feder bosta, do tannnnnnnto q elas enfia no cu pra dançar 😅",1
aí cala boca caralho ninguém liga,1
os meus pais acabaram de me foder a puta do verão esqueçam,1
@user @user filho do h茅lcio,0
eu to amando a porra do meu cabelo novo 🥰 https://t.co/jm89sitwon,1
kkkkkkkkkkk real,0
"e minha mãe fica ""é normal olhar sua loca"" eu mentalmente ""normal o caralho""",1
rt @user @user tu é um gostoso do caralho,0
@user essa vagabundo tá fudido...kkk,1
"@user @user @user @user @user Ok, acho que você não entendeu. O SUS, o SAMU dentre outros serviços que temos aqui são maravilhosos e defender  isso não significa achar que está bom do jeito que está, mas sim correr atrás (COBRAR) as melhorias para que funcionem da forma que deveriam.",0
agora qu3 lembrei que sonhei até com essa porra. nojo,1
"eu queria saber pq minha mae se incomoda tanto com meu cabelo, tipo, o cabelo é meu e ela quer ficar falando como eu tenho que deixar ele kkkkkkkk sai fora, porra de corta cabelo baixinho me erra",0
não há hora para comer o cu de tyler joseph,1
minha irmã falou isso pra mim ai eu comecei a zoar e perguntei se era um convite pra eu dar um beijo nela PUTA MERDA ELA FICOU NERVOSA DEMAIS MORRO KKKKKKKKKKKKKKKKKKK,1
"@user ind铆gena esse que 茅 um safado sem vergonha, militante do pt 馃槈",1
"@user @user Uma gentinha que tem como fonte o lixo da a terça livre e do ANTAgonista e creiam tinham como defensores uma fraude chamada CARLUXO pavão misterioso, toma vergonha nessa cara, seu desqualificado.",1
nunca mais bebo aquela porra de drink 🤢,1
@user n adianta vim no wpp pedir desculpas não,0
"vo p festa do roger e a mina tacou bebida em mim, sera q a cao nao me viu la embaixo cacete",0
rt @user gente o super choque pode aparecer na temporada de stargirl nova série do dc universe. eu to gritando?? https://t.co/fvfmdtq…,0
"|￣￣￣￣￣￣￣￣￣￣￣|  
   mande comentários
  pra ajudar na votação 
            》ARMY《
|＿＿＿＿＿＿＿＿＿＿＿| 
                \ (•◡•) / 
                  \      / 
                     ---
                    |   |

SEM FLOP
#MPN #ARMY #BTS #BoyWithLuv @user",0
@user tmj cu mlk kkkkkk próxima vez vai sem hein kk,1
"Sério pô, eu super respeito esse povo da igreja e tal, mas caralho que povo chato! Já disse mais de mil vezes que não quero ir, ai hoje tiveram a audácia de falar que eu estava escolhendo o ""caminho"" do inferno KKKKKKKK AAA VÃO SE FUDER MOSSO!",1
"eu sei mt bem que n é novidade que as fãs coreanas são fdp, mas as vzs eu simplesmente n aguento mais e surto.",1
"rt @user mano, podem se passar 15 anos, mas a raylla continua com a mesma cara de cu de sempre, da pra reconhecer de longe",1
É lésbica? Deixa q eu taco a pika q vira mulher rapidinha — encosta UM dedo em mim sem eu querer pra tu ver se eu não corto teu pinto fora e faço tu engolir 🥰 https://t.co/9eu3DiAOXA,1
te ilude vi florzinha,0
"carioca, sambista, morena de alma negra 💗 
portelense e flamenguista
meu maior defeito? sou hétero 👅 https://t.co/uh6bntrqvi",0
"PQP VOCES ESTAO OUVINDO MEUS BERRRRRRROSSZSSSSSSS EU TO SURTANDOOOOOOOOOO PQP MEU HYEOP AGR TA EM UMA EMPRESA E LOGO NA WOOLLIM QUE EU AMOOOOOOO PQP EU TO CHORANDO, MEU BEBE AAAAAAAAAAAAAAAAAAAAAAAH O DEBUT VEM, PQP HYEOP EU TE AMO, PUTZ ESSE MOMENTO É MEU NINGUÉM ME SEGURAAAAAAA",0
@user loló forte do carai,0
@user mas pode divulgar assim?,0
fica puto nn urubuzinho os alemão também gosta de ouvir mc poze..,1
Gente vamos supor que eu faça o vídeo da letra na bio com Euphoria vcs acham que tem que ser apenas com as Jungkook utted ou todo mundo pode participar?,0
rt @user eu jogo free fire pra desestressar e volto mais puto ainda🤦🏾‍♂️,0
"Amanhã é diaa, quem ainda não pegou o ingresso, ainda dá tempo de comprar barato, só falar comigo ou com os sócios!
#VemdeSainha https://t.co/421qT5bnSg",0
rt @user marcelo caralho enfia o pastelao no cu,1
"@user obrigada pelo respeito que voc锚 tem conosco, receba minha solidariedade e carinho, a saudade 脿s vezes d贸i.",0
"@user ta porra lagartixa, tu bebeu agua para caralho",1
vamosss @user semi de simples. grande vitória hoje. https://t.co/grsebxskpc,0
"@user prefiro bater com pau mesmo, até gemer de prazer, com dor cliente.",1
o cara mostrou o resultado das pesquisas por imagens via sat茅lite e eh SENSACIONALISTA????? sinceramente bolsonaro seu anenc茅falo do caralho vai tomar no olho de seu cu,1
"mano kkkkkkkkkkkkk puta que pariu
só rindo pra não ter um surto de raiva mesmo",1
pqp eu só passo raiva nesse livro,1
"fiquei bem triste vendo q ensinaram errado o quadradinho pra elas kkkk
mas esse vídeo é incrivel",0
ridículo #t4,1
"@user obrigada princesa, porra, tô muito feliz snrsss 🤩🤩🤩❤️",0
"segurando o choro há dias, fingindo felicidade também. que sentimento horrível puta que pariu. como minha vida virou isso?",1
um filme era lindo,0
"@user Não, não, é que eu deixei ele desligado desde ontem e esqueci de ligar hahahahaha

Eu dou dessas infelizmente rsrsrs

Mas vou ligar agora :) :)",0
@user burro do caralho.,1
"vai se fuder, quem eu mais gamei, tá namorando",1
@user @user vou olhar flor,0
"o pessoal comendo o cu do haron no posebr 

é o que ele merece por ter desmerecido meu trabalho https://t.co/dc2ad8zucm",1
@user que assunto em kkkkk,0
que homem ridículo invejoso,1
acabou de publicar uma foto em amazonas https://t.co/t9xlwrebyc,0
pedir um favor pra beatriz é um cu! puta que pariu.,1
foda ser feio e ter q sair de casa,1
"rt @user esquece de tudo lá fora, ainda nao se foi a hora, mas se me deixar ir embora, não vai ter como voltar atrás",0
que indetificadaaa,0
É um fandom mais fodido que o outro mas quando se trata da Hailey não tem feminismo certo e nem empatia porque isso só se aplica quando é com a própria fav,1
@user vou derrubar sua conta v*g*bund* https://t.co/ekhrjxloay,1
@user ai olha...te amo ❤️😔,0
@user desgraçado né,1
"Minha medica me disse que o cirurgião q tirou minha hernia é um dos melhores do Brasil hahahaha e eu descobri que o método que eles fizeram é novo, tem só um ano que ele expandiu e eu era a paciente ideal pra tentarem (18 anos e cm hernia de disco).",0
@user só idiota la kkkkkkk brincadeira,1
o menino mais idiota do mundo,1
"@user eu nem sei q cu é esse inferno 
vc nao me exolica nada ta",1
"só não é a pior porque existe a sensação de abrir o app do banco e ver a conta com exatamente 0,73 r$. sdds salário",0
as piranha do bato passa jogano a xrc 🎶 @user,1
rt @user reciprocidade é tudo  se a pessoa não faz questão de vc  não faça dela,0
tava aqui provando um vestido p hoje e a minha mae solta “ deve ser muito difícil né ser piriguete no frio” 🙄🙄,0
3 nego quitaram pqp vei,1
@user pelo visto vc nao sabe contar ne seu filho da puta sem pai,1
"Acordei desesperada com a Vitória me ligando e com um monte de mensagens dela, fiquei assustada pensei que tinha acontecido algo. Mas não, a fdp só queria que eu pedisse comida pra ela, ódio",1
rt @user meu sonho é ver esse tema como recebimento do time https://t.co/okmdmipyhb,0
"Geeente me ajuda!!!
Retweet isso por favor só pra ter 
um alcance 
Se quiserem compartilhar no Facebook o link https://t.co/dRGKlOZ8Nt https://t.co/hB58b08siN",0
"Se engana quem diz que ativo não chupa! O @user Queria me dar mas fez cu doce e só me chupou e pediu pra tomar leite 💦👅

He wanted to be fucked, made me horny but only sucked!  He eat all my cum! 😏

Full on #onlyfans

https://t.co/SQ7SaL8eZz
https://t.co/8HIdO62XqE https://t.co/mAbOd6QpCr",1
"o trailer de 13rw tá do caralho, pq não tem nng falando disso????????????",0
@user vai toma no seu cu...,1
ate minha mãe ta puta com a minha trouxisse agr kkkkkkkkk nem esquento mais,0
ngm entende essa porra de ansiedade até ter uma crise ou conviver com alguém que tem eh isso fodasse,1
rt @user uma pessoa feia que eu não gosto https://t.co/cu9ezhui0p,1
"“Sempre dou o meu jeitinho, é bruto, mas é com carinho, porque Deus me fez assim dona de mim. Deixo minha fé guiar e sei que um dia chego lá...” essa música, pqp, sem defeitos.",0
vai tomar no cu deixa eu jogar meu ps4 em paz,1
Lendo isso eu só consigo lembrar de 2017 onde ele ficava falano 1monte de bosta sobre o bts junto com aquele outro escroto,1
do que adianta a pessoa ser bonita por fora e ridícula por dentro ?,1
em minha defesa todo dia eu to revendo alguma matéria então ta tudo certo,0
"sendo divida por pensamentos 

vou ser mt julgada se sair pra almoçar de chinelo e meia 

e

pau no cu da sociedade",1
"tentei fazer um lomotif pra postar aqui mas nem gostei tanto, e  acabei de ver q a menina acabou de postar um com a mesma musica,cacete viu",1
rt @user bike facilita tanto corre pqp,1
@user amg n ta dando sou chata demais,0
@user feia onde porra,0
aí eu to com muita saudades vai tomar no cu ;(((!,1
@user os 20 milhões de mortos da segunda guerra mundial discordam dessa comparação...,0
"macete caralho, macete caralho",1
@user depois que começou uma discussão sobre saber ou não o cpf tão falando dessa porra na tl o tempo todooooooooooooooooo,0
"@user @user quem comanda a pf??? 

minist茅rio da justi莽a!!!

sem mais!!!",0
tá tudo a ir ao sudoeste menos eu caralho.,0
"@user @user @user @user tem muito programa maneiro,coisa que eu nem sabia que existia e muita gente não sabe também pq não é passado,só que o atendimento meu irmão e é isso que os prof falam que atendimento é 100% porém sabemos que não é",0
"mano não me arrependo de nada, tudo que fiz me trouxe algo, se não foi felicidade pra caralho, foi aprendizado de sobra",1
"@user obrigada felipe, tudo o que eu precisava ouvir.",0
carai o raff mandou a diss p recayd mto foda kkkkk,1
"rt @user queria ser bonita para fazer um lomotif bonito ,mas como eu sou feia
vai essa merda msm https://t.co/xwlqysm5ip",0
"rt @user eu: ""pô tô mal""
a pessoa: ""fica de boa""
eu: https://t.co/gsbcbqsnhi",0
"fico olhando nossas fotos e fico, “pqp eu sou um verme que deixou uma pessoa assim escapar”",1
"“se vc pintar o seu cabelo d rosa vai ficar parecendo uma vaca”
~rodrigues, mylena.

@user",0
"@user MORTA E O KAWAII N PODIA VIR SEM O "":3""
Bicha 0 orgulho acredita q quase chorei quando eu achei q Erza morreu? Ainda bem q n tive filhos nessa época iam todos se chamar natsu gray e erza luci o q tenho a ver",0
"@user meus deus do céu que coisa feia. gostaria de ver como era qnd homem, pq de ""mulher"" ficou feio demais!",1
"o numero 1 é o fato de eu ter q ir nesse sol do caraio comprar oito quilos de areia, abençoa deux",0
"@user n ganha a olimpíada nem fudendk, vao tomar um pau se continuar desse jeito",1
"13 anos e a guria falando em casar???? até sai do grupo pqp, vai estudar mano",0
rt @user qq custa enfiar dois dedos na minha buceta????,1
cacete que preguiça de sair,1
"eu não aguento ver meu irmão assistindo Masha e o urso, eu fico muito irritada, vocês já viram as coisas que a Masha faz com o urso?pqp deixa a merda do urso em paz!!!!!",0
"rt @user vai toma no cu, criança de 6 anos mds",1
"alguém me explica essa voz??? pqp, chorei 😍😭",1
youtube enfia esses dois anúncios seguidos no cu pfv,1
@user @user @user vamo kakakakka a casa tb,0
@user esses jornalecos só passam vergonha kkk,1
@user amoooooo eu quero ver isso,0
@user agora o @user morre chupando o próprio pau,1
"ser amigo meu td bem, agr querer controlar quem devo ficar, oq devo fazer não, vtnc",1
"o povo não precisa de stf. o povo não escolheu ninguém para o stf. o povo está sendo sempre prejudicado pelo stf.
#stfvergonhanacional",0
mais é ruim pra pedir desafio  esse técnico do  azerbaijão,1
"porra, vovó sônia arrasou no bife de fígado acebolado, e pra quem n gosta tô nem aí... 😌",1
kkkkk meno faz homenagem pros outros kkk feio 🤔🥺🤪🤣🤣,1
"não importa onde você nasceu ou quem são seus pais, o seu futuro só você pode construir, você não escolhe em qual família vai nascer mas pode criar sua própria família com os amigos que você escolher, #Descendants3 é a prova de que você é dono da sua própria vida https://t.co/4T3nW9oYVY",0
"@user @user Esses punks de boutique, apoiadores da extrema direita e a favor de estado repressor me causam risos.

🤣🤣🤣🤣

Agora vai lá, diz que ""João Gordo traiu o movimento!""🤣🤣🤣🤣🤣🤣",0
metade do ano já passou e eu não entendi nada,0
"https://t.co/ARKzwlSdPL esse vídeo diz tudo sobre quem mora em lugar pobre e trabalha duro pra conquistar suas coisas, dá pra colocar esse vídeo em muitos contextos, o ser humano é assim @user",0
quando a vontade bater vou chamar p fuder,1
"@user @user Eu não preciso de defender o @user O que me parece claro é que ele se referiu ao não reforço do plantel em posições onde já havia lacunas e à saída dos 2 jogadores mais inteligentes do plantel. O tão propalado ""Benfica Europeu"" deve ficar mais uma época adiado.",0
n 茅 aquele q vc conversa 24h e sim aquele que independente da dist芒ncia e do tempo que fica sem se falar a amizade e a intimidade continuam a msm! https://t.co/KCJ6xZLJiL,0
rt @user puta mordida na lingua vai tomar no cu,1
"foi d beise, racista do caralho",1
minha irmã é insuportável pqp que bicho chato,1
rt @user 35. esse justin bieber é um babaca https://t.co/5ztbji5lk2,1
rt @user sonho https://t.co/zzilgcbxwq,0
"odeio gente q fica dando rt em pornô, vai transar porra",1
@user eu tive q levantar pra beber água pqp 😭,0
@user lizzie e tom pqp seria um casalzão com os dois,0
rt @user odeio que meta a mao nos meus perfumes tnc🤬,0
"rt @user soberba já é escroto pra quem tem grana e poder, imagina pra pobre fodido",1
"Ninguém está de bem com a vida. Todos nós temos jardins secretos e plantações infrutíferas. Demonstramos um estado de felicidade, porque a felicidade é um ideal que o animal moderno inventou para suportar o peso da sua própria existência.",0
"rt @user pqp , acordo cedo p ir buscar a boa é ela provavelmente n vai vir , acordei cedo atoa",0
p me foder mais ainda tem uma voz linda tmnc,1
lembrando que ontem quase bati pela primeira vez na cara de macho escroto,1
"@user Vdd vdd amo todos, no meu caso eu n gosto mt de postar stt mas dá mt vontade de fazer dele um grande álbum de trechinho de música",0
@user @user que porra eh essa q eu vi????,0
"Mas também representam riscos como uma recuperação mais complicada para a mãe e problemas nos partos seguintes (gravidez ectópica, desenvolvimento anormal da placenta, entre outros). https://t.co/uH7dhn046l",0
rt @user aposto 1 real que na sua casa tem uma sacola com um monte de sacolas dentro,0
meu mês ...🙌 ! dia 20 é logo ali,0
"os irmãos da maria me mandando áudio ""eu sei q tu gosta da gente, vem aqui q eu quero te ver menina"" hshdhshsh que amor",0
é triste ver um amigo de infância no mundo do crime...,0
um dia vou derruba esses pilantra fele da puta kkkkl,1
"tava tudo ok em ver o jungkook todo estiloso de cabeça baixa até ele levantar o rosto e dar um sorriso e em seguida bater palmas a pedido do seokjin que o chamou de ""bom garoto"" que me derreteu toda maldita dualidade
 https://t.co/O5hiE1VoVS",0
"ei tu! 
você não é sua nota baixa. 
você não é seu desemprego. 
você não é sua faculdade não concluída. 
você não é a comparação que sua família vive fazendo com aquela pessoa x, que sempre serve de exemplo. 
você não é nada do que as pessoas dizem que você é. 
você é você.",0
ok só saio agr com quem chegar assim,0
"n entender física e matemática ok, agr n entender a química q rola entre nos qnd a gente se olha atiçando p ver qm resiste mais já é dmss",1
"Juanfran é bom no no apoio, ótimo na marcação e ajudará Cuca a mudar o esquema sem queimar alteração. Pode jogar de Zag numa linha de 3, LE e jogar por fora na 2ª linha. Foi ao lado de Godin a sustentação defensiva de Simeone. Isso é muita coisa. Puta contratação! Anuncia logo rs",1
"Acordar com a notícia de que a madrasta ,a puta,que ajudou  matar a Mel foi presa...
Desculpe, mas,prisão é pouco🤬😡

Descanse em paz, Anjinho MEL! https://t.co/P0q3IbJVUS",1
"@user isso eu faço sempre, e amo para carai. só nunca fui no cine sozinho, de resto",0
cheguei em goiana tá rolando um raggae do carai na minha casa ??????,1
@user eu rio sozinho de gargalhar memo vendo essas porra,0
inês é dmss,0
"me apaguei no teu sexo, também gostei do teu jeito complexo, vamos fuder dnv",1
"a tag esta no tt mundial. parabens a todos.

#stfvergonhanacional
#nasruascontrastf",0
cheguei em casa uma gritaria aqui porra 🤦🏻‍♀️,1
amanha pode ser ter莽a eh n sabado,0
"50 milhões na minha conta e o resto eu corria atrás, simples.",0
A VEIA TA QUASE MORTA MAS MSM ASSIM INSISTE EM ANDA DE ONIBUS AS 6 DA MATINA A VAI TOMANOCU VAI LAVA O QUINTAL DESGRACA,1
gente serio q set horrível vai toma no cuuuui caraio,1
@user parabéns mlk,0
"rt @user - você é muito idiota
- que mentira
- então olha pra mim https://t.co/p7vymij5mb",0
"@user pq estava perto do meu trabalho, e logo logo to com um bacuri pra cuidar. kkkkkkkkk",0
caralho deu a maior merda agora,0
quem mandou ser fofoqueira kkkk,1
"tem umas diabas com a cintura mt fina mano ,que isso",1
rt @user do nada vem umas lembranças de certas situações e o unico pensamento é: mds sou troxa d++,0
"minha mae encontra uma pessoa na rua e fica 1 hora conversando, pqp",1
@user fdp passa lá o jogo de vocês é só 15:30,0
@user kkkkk fdp,0
"jesus venceu no deserto e 
adão fracassou no paraíso.

não é o lugar, são as escolhas!",0
"No caso da Elizabeth Moss ela cresceu dentro da Cientologia pq os pais dela sempre fizeram parte. Não da para julgar ela pq ninguém sabe as coisas que ela passou dentro dessa ""religião""",0
"Ultimamente toda vez que eu sinto que uma crise de ansiedade tá se aproximando, eu faço muito a Kátia Cega e começo a ocupar a minha mente com outras coisas.

Tem funcionado muito. É só eu não prestar atenção no que eu supostamente tô sentindo.",0
"to brava
nem para disfarçar kk palhaço  #mpn #joaoguilherme #mpn #jadepiconig #mpn #nowunited #mpn #uniters",0
peguei um susto com rg e cpf no topo dos trends!! já pensava que o bostanario tinha feito mais uma cagada.,1
@user @user retrate-se e mostre sua honestidade e dignidade.,0
vou dar ghost e mudar-me para bem longe,0
bicho 茅 o meu sonho fazer isso,0
o guaxinim 🥺🥺🥺🥺🥺🥺 e eu era vizinha de um cara da nxzero nao lembro quem era,0
"fui inventar de assistir a web série ""o enigma"" da viih tube e eu só fazia rir, puta merda! kkkkk",1
kkkkkkkkkkk caralho eu nao aguento mais viverkkkkkkkkkkkkkkkkkkkkkkk,0
@user @user mas é cara de pau,1
"@user raça maldita, assassinos.",1
